zip_code,county,city_municipality
76607,Harju maakond,Keila linn
76609,Harju maakond,Keila linn
76608,Harju maakond,Keila linn
76901,Harju maakond,Harku vald
93001,Saare maakond,Ruhnu vald
94759,Saare maakond,Muhu vald
94764,Saare maakond,Muhu vald
94741,Saare maakond,Muhu vald
94732,Saare maakond,Muhu vald
94761,Saare maakond,Muhu vald
94749,Saare maakond,Muhu vald
94734,Saare maakond,Muhu vald
94746,Saare maakond,Muhu vald
94724,Saare maakond,Muhu vald
94715,Saare maakond,Muhu vald
94702,Saare maakond,Muhu vald
94701,Saare maakond,Muhu vald
94727,Saare maakond,Muhu vald
94728,Saare maakond,Muhu vald
94716,Saare maakond,Muhu vald
94748,Saare maakond,Muhu vald
94730,Saare maakond,Muhu vald
94742,Saare maakond,Muhu vald
94744,Saare maakond,Muhu vald
94755,Saare maakond,Muhu vald
94731,Saare maakond,Muhu vald
94714,Saare maakond,Muhu vald
94743,Saare maakond,Muhu vald
94757,Saare maakond,Muhu vald
94756,Saare maakond,Muhu vald
71004,Viljandi maakond,Viljandi linn
71010,Viljandi maakond,Viljandi linn
76605,Harju maakond,Keila linn
76906,Harju maakond,Harku vald
76603,Harju maakond,Keila linn
76917,Harju maakond,Harku vald
74806,Harju maakond,Loksa linn
74011,Harju maakond,Viimsi vald
74017,Harju maakond,Viimsi vald
74019,Harju maakond,Viimsi vald
76908,Harju maakond,Harku vald
74805,Harju maakond,Loksa linn
74807,Harju maakond,Loksa linn
74001,Harju maakond,Viimsi vald
74012,Harju maakond,Viimsi vald
74016,Harju maakond,Viimsi vald
74013,Harju maakond,Viimsi vald
74009,Harju maakond,Viimsi vald
74020,Harju maakond,Viimsi vald
76918,Harju maakond,Harku vald
74014,Harju maakond,Viimsi vald
74004,Harju maakond,Viimsi vald
74005,Harju maakond,Viimsi vald
71016,Viljandi maakond,Viljandi linn
71008,Viljandi maakond,Viljandi linn
71020,Viljandi maakond,Viljandi linn
75317,Harju maakond,Rae vald
71013,Viljandi maakond,Viljandi linn
75201,Harju maakond,Raasiku vald
75202,Harju maakond,Raasiku vald
75210,Harju maakond,Raasiku vald
75203,Harju maakond,Raasiku vald
75212,Harju maakond,Raasiku vald
75211,Harju maakond,Raasiku vald
75205,Harju maakond,Raasiku vald
75207,Harju maakond,Raasiku vald
75204,Harju maakond,Raasiku vald
75223,Harju maakond,Raasiku vald
75209,Harju maakond,Raasiku vald
75303,Harju maakond,Rae vald
75314,Harju maakond,Rae vald
75319,Harju maakond,Rae vald
75313,Harju maakond,Rae vald
71007,Viljandi maakond,Viljandi linn
71012,Viljandi maakond,Viljandi linn
71015,Viljandi maakond,Viljandi linn
71003,Viljandi maakond,Viljandi linn
71011,Viljandi maakond,Viljandi linn
74117,Harju maakond,Maardu linn
74113,Harju maakond,Maardu linn
74114,Harju maakond,Maardu linn
74116,Harju maakond,Maardu linn
75316,Harju maakond,Rae vald
75321,Harju maakond,Rae vald
75309,Harju maakond,Rae vald
75323,Harju maakond,Rae vald
75320,Harju maakond,Rae vald
75324,Harju maakond,Rae vald
75310,Harju maakond,Rae vald
74220,Harju maakond,J�el�htme vald
74222,Harju maakond,J�el�htme vald
71005,Viljandi maakond,Viljandi linn
71009,Viljandi maakond,Viljandi linn
71014,Viljandi maakond,Viljandi linn
71017,Viljandi maakond,Viljandi linn
74111,Harju maakond,Maardu linn
94711,Saare maakond,Muhu vald
75311,Harju maakond,Rae vald
94750,Saare maakond,Muhu vald
74630,Harju maakond,Kuusalu vald
75306,Harju maakond,Rae vald
74216,Harju maakond,J�el�htme vald
74229,Harju maakond,J�el�htme vald
74223,Harju maakond,J�el�htme vald
74224,Harju maakond,J�el�htme vald
74226,Harju maakond,J�el�htme vald
74230,Harju maakond,J�el�htme vald
74209,Harju maakond,J�el�htme vald
74212,Harju maakond,J�el�htme vald
74206,Harju maakond,J�el�htme vald
74201,Harju maakond,J�el�htme vald
94723,Saare maakond,Muhu vald
75301,Harju maakond,Rae vald
74205,Harju maakond,J�el�htme vald
74202,Harju maakond,J�el�htme vald
75305,Harju maakond,Rae vald
76912,Harju maakond,Harku vald
76704,Harju maakond,Harku vald
94717,Saare maakond,Muhu vald
94733,Saare maakond,Muhu vald
94753,Saare maakond,Muhu vald
94712,Saare maakond,Muhu vald
75213,Harju maakond,Rae vald
74604,Harju maakond,Kuusalu vald
74632,Harju maakond,Kuusalu vald
74228,Harju maakond,J�el�htme vald
75206,Harju maakond,Raasiku vald
74636,Harju maakond,Kuusalu vald
74703,Harju maakond,Kuusalu vald
74623,Harju maakond,Kuusalu vald
75217,Harju maakond,Rae vald
75224,Harju maakond,J�el�htme vald
94747,Saare maakond,Muhu vald
74221,Harju maakond,J�el�htme vald
94718,Saare maakond,Muhu vald
74207,Harju maakond,J�el�htme vald
76916,Harju maakond,Harku vald
94763,Saare maakond,Muhu vald
94766,Saare maakond,Muhu vald
75208,Harju maakond,Raasiku vald
94765,Saare maakond,Muhu vald
76610,Harju maakond,Keila linn
76921,Harju maakond,Harku vald
76614,Harju maakond,Harku vald
76707,Harju maakond,Harku vald
76919,Harju maakond,Harku vald
75302,Harju maakond,Rae vald
75318,Harju maakond,Rae vald
74112,Harju maakond,Maardu linn
75315,Harju maakond,Rae vald
74006,Harju maakond,Viimsi vald
74010,Harju maakond,Viimsi vald
74015,Harju maakond,Viimsi vald
74203,Harju maakond,J�el�htme vald
74211,Harju maakond,J�el�htme vald
76616,Harju maakond,Keila linn
75322,Harju maakond,Rae vald
74716,Harju maakond,Kuusalu vald
76617,Harju maakond,Harku vald
74812,Harju maakond,Kuusalu vald
94762,Saare maakond,Muhu vald
76909,Harju maakond,Harku vald
74115,Harju maakond,Maardu linn
74701,Harju maakond,Kuusalu vald
75222,Harju maakond,J�el�htme vald
74626,Harju maakond,Kuusalu vald
76902,Harju maakond,Harku vald
75326,Harju maakond,Rae vald
75214,Harju maakond,Raasiku vald
74638,Harju maakond,Kuusalu vald
76903,Harju maakond,Harku vald
74213,Harju maakond,J�el�htme vald
75329,Harju maakond,Rae vald
75307,Harju maakond,Rae vald
94726,Saare maakond,Muhu vald
76924,Harju maakond,Harku vald
76611,Harju maakond,Harku vald
75216,Harju maakond,Raasiku vald
74204,Harju maakond,J�el�htme vald
74629,Harju maakond,Kuusalu vald
74625,Harju maakond,Kuusalu vald
74210,Harju maakond,J�el�htme vald
74702,Harju maakond,Kuusalu vald
74631,Harju maakond,Kuusalu vald
74627,Harju maakond,Kuusalu vald
74607,Harju maakond,Kuusalu vald
74704,Harju maakond,Kuusalu vald
74713,Harju maakond,Kuusalu vald
74007,Harju maakond,Viimsi vald
71024,Viljandi maakond,Viljandi linn
74609,Harju maakond,Kuusalu vald
76706,Harju maakond,Harku vald
75225,Harju maakond,J�el�htme vald
74217,Harju maakond,J�el�htme vald
74225,Harju maakond,J�el�htme vald
74811,Harju maakond,Kuusalu vald
75218,Harju maakond,Rae vald
76910,Harju maakond,Harku vald
76606,Harju maakond,Keila linn
74227,Harju maakond,J�el�htme vald
70109,Viljandi maakond,Viljandi linn
74706,Harju maakond,Kuusalu vald
76923,Harju maakond,Harku vald
94760,Saare maakond,Muhu vald
74810,Harju maakond,Kuusalu vald
74639,Harju maakond,Kuusalu vald
74635,Harju maakond,Kuusalu vald
74621,Harju maakond,Kuusalu vald
74601,Harju maakond,Kuusalu vald
74707,Harju maakond,Kuusalu vald
74608,Harju maakond,Kuusalu vald
94754,Saare maakond,Muhu vald
74816,Harju maakond,Kuusalu vald
94729,Saare maakond,Muhu vald
94745,Saare maakond,Muhu vald
94721,Saare maakond,Muhu vald
70101,Viljandi maakond,Viljandi linn
71018,Viljandi maakond,Viljandi linn
74018,Harju maakond,Viimsi vald
75327,Harju maakond,Rae vald
74612,Harju maakond,Kuusalu vald
74606,Harju maakond,Kuusalu vald
74619,Harju maakond,Kuusalu vald
74633,Harju maakond,Kuusalu vald
74637,Harju maakond,Kuusalu vald
76922,Harju maakond,Harku vald
75325,Harju maakond,Rae vald
74710,Harju maakond,Kuusalu vald
74214,Harju maakond,J�el�htme vald
74616,Harju maakond,Kuusalu vald
74708,Harju maakond,Kuusalu vald
74602,Harju maakond,Kuusalu vald
74215,Harju maakond,J�el�htme vald
74624,Harju maakond,Kuusalu vald
74620,Harju maakond,Kuusalu vald
71001,Viljandi maakond,Viljandi linn
74720,Harju maakond,Kuusalu vald
94720,Saare maakond,Muhu vald
74814,Harju maakond,Kuusalu vald
74605,Harju maakond,Kuusalu vald
74717,Harju maakond,Kuusalu vald
74709,Harju maakond,Kuusalu vald
74614,Harju maakond,Kuusalu vald
74719,Harju maakond,Kuusalu vald
74610,Harju maakond,Kuusalu vald
74617,Harju maakond,Kuusalu vald
74721,Harju maakond,Kuusalu vald
74712,Harju maakond,Kuusalu vald
74210,Harju maakond,Maardu linn
74218,Harju maakond,J�el�htme vald
74208,Harju maakond,J�el�htme vald
74615,Harju maakond,Kuusalu vald
74613,Harju maakond,Kuusalu vald
74640,Harju maakond,Kuusalu vald
74718,Harju maakond,Kuusalu vald
74809,Harju maakond,Kuusalu vald
74813,Harju maakond,Kuusalu vald
74815,Harju maakond,Kuusalu vald
74611,Harju maakond,Kuusalu vald
74618,Harju maakond,Kuusalu vald
74622,Harju maakond,Kuusalu vald
74711,Harju maakond,Kuusalu vald
74628,Harju maakond,Kuusalu vald
74714,Harju maakond,Kuusalu vald
74715,Harju maakond,Kuusalu vald
74121,Harju maakond,Maardu linn
74219,Harju maakond,J�el�htme vald
88210,Pärnu maakond,Lääneranna vald
74634,Harju maakond,Kuusalu vald
74641,Harju maakond,Kuusalu vald
75330,Harju maakond,Rae vald
74121,Harju maakond,J�el�htme vald
74114,Harju maakond,J�el�htme vald
74122,Harju maakond,J�el�htme vald
75312,Harju maakond,Rae vald
10112,Harju maakond,Rae vald
75304,Harju maakond,Rae vald
13816,Harju maakond,Rae vald
10113,Harju maakond,Tallinn
13516,Harju maakond,Tallinn
50412,Tartu maakond,Tartu linn
80047,Pärnu maakond,Pärnu linn
51011,Tartu maakond,Tartu linn
75003,Harju maakond,Kose vald
73402,Järva maakond,Järva vald
80013,Pärnu maakond,Pärnu linn
72009,Järva maakond,Tõri vald
73002,Järva maakond,Järva vald
10411,Harju maakond,Tallinn
75404,Harju maakond,Kiili vald
75401,Harju maakond,Kiili vald
75503,Harju maakond,Saku vald
75505,Harju maakond,Saku vald
73019,Järva maakond,Järva vald
73025,Järva maakond,Järva vald
73027,Järva maakond,Järva vald
75507,Harju maakond,Saku vald
75516,Harju maakond,Saku vald
75413,Harju maakond,Kiili vald
75508,Harju maakond,Saku vald
45204,Lääne-Viru maakond,Kadrina vald
76805,Harju maakond,Paldiski linn
31026,Ida-Viru maakond,Kohtla-Järve linn
31027,Ida-Viru maakond,Kohtla-Järve linn
31021,Ida-Viru maakond,Kohtla-Järve linn
45106,Lääne-Viru maakond,Tapa linn
41536,Ida-Viru maakond,Jõhvi linn
30324,Ida-Viru maakond,Kohtla-Järve linn
30325,Ida-Viru maakond,Kohtla-Järve linn
30721,Ida-Viru maakond,Kohtla-Järve linn
30323,Ida-Viru maakond,Kohtla-Järve linn
73510,Järva maakond,Järva vald
41538,Ida-Viru maakond,Jõhvi linn
41532,Ida-Viru maakond,Jõhvi linn
41533,Ida-Viru maakond,Jõhvi linn
61616,Tartu maakond,Nõo vald
41535,Ida-Viru maakond,Jõhvi linn
60104,Tartu maakond,Kallaste linn
60103,Tartu maakond,Kallaste linn
75107,Harju maakond,Kose vald
10919,Harju maakond,Tallinn
41102,Ida-Viru maakond,Alutaguse vald
31025,Ida-Viru maakond,Kohtla-Järve linn
31022,Ida-Viru maakond,Kohtla-Järve linn
45410,Lääne-Viru maakond,Haljala vald
43401,Lääne-Viru maakond,Viru-Nigula vald
10125,Harju maakond,Tallinn
92369,Hiiu maakond,Hiiumaa vald
63010,Põlva maakond,Põlva vald
94149,Saare maakond,Saaremaa vald
92201,Hiiu maakond,Hiiumaa vald
79518,Rapla maakond,Rapla vald
62314,Tartu maakond,Kastre vald
94722,Saare maakond,Muhu vald
93441,Saare maakond,Saaremaa vald
93812,Saare maakond,Kuressaare linn
94262,Saare maakond,Saaremaa vald
78415,Rapla maakond,Rapla vald
50111,Tartu maakond,Tartu linn
79101,Rapla maakond,Kehtna vald
50105,Tartu maakond,Tartu linn
63303,Põlva maakond,Põlva linn
50106,Tartu maakond,Tartu linn
50304,Tartu maakond,Tartu linn
51007,Tartu maakond,Tartu linn
64416,Põlva maakond,R�pina vald
79324,Rapla maakond,Rapla vald
79540,Rapla maakond,Rapla vald
62503,Põlva maakond,R�pina vald
62413,Tartu maakond,Kastre vald
92265,Hiiu maakond,Hiiumaa vald
50113,Tartu maakond,Tartu linn
80020,Pärnu maakond,Pärnu linn
45225,Lääne-Viru maakond,Kadrina vald
93811,Saare maakond,Kuressaare linn
79071,Rapla maakond,Kehtna vald
79408,Rapla maakond,Rapla vald
79403,Rapla maakond,Rapla vald
51006,Tartu maakond,Tartu linn
90503,Lääne maakond,Haapsalu linn
10912,Harju maakond,Tallinn
50603,Tartu maakond,Tartu linn
80022,Pärnu maakond,Pärnu linn
50705,Tartu maakond,Tartu linn
50410,Tartu maakond,Tartu linn
10616,Harju maakond,Tallinn
70604,Viljandi maakond,V�hma linn
70602,Viljandi maakond,V�hma linn
92163,Hiiu maakond,Hiiumaa vald
69302,Viljandi maakond,M�isak�la linn
69303,Viljandi maakond,M�isak�la linn
75331,Harju maakond,Rae vald
93815,Saare maakond,Kuressaare linn
11712,Harju maakond,Tallinn
46207,Lääne-Viru maakond,Väike-Maarja vald
41101,Ida-Viru maakond,Alutaguse vald
62222,Tartu maakond,Luunja vald
11615,Harju maakond,Tallinn
45303,Lääne-Viru maakond,Haljala vald
45011,Lääne-Viru maakond,Tapa vald
68508,Valga maakond,Tõrva vald
67302,Valga maakond,Otep�� vald
94651,Saare maakond,Saaremaa vald
10133,Harju maakond,Tallinn
30321,Ida-Viru maakond,Kohtla-Järve linn
10111,Harju maakond,Tallinn
13520,Harju maakond,Tallinn
70110,Viljandi maakond,Viljandi vald
73411,Järva maakond,Järva vald
73413,Järva maakond,Järva vald
72007,Järva maakond,Tõri vald
72234,Järva maakond,Tõri vald
63404,Põlva maakond,Kanepi vald
61601,Tartu maakond,Nõo vald
46635,Lääne-Viru maakond,Vinni vald
46615,Lääne-Viru maakond,Vinni vald
73611,Lääne-Viru maakond,Tapa vald
63223,Põlva maakond,Põlva vald
63203,Põlva maakond,Põlva vald
90505,Lääne maakond,Haapsalu linn
90409,Lääne maakond,Haapsalu linn
73416,Järva maakond,Järva vald
73502,Järva maakond,Järva vald
73308,Järva maakond,Järva vald
75220,Harju maakond,Anija vald
10916,Harju maakond,Tallinn
74307,Harju maakond,Kehra linn
74305,Harju maakond,Kehra linn
73415,Järva maakond,Järva vald
80038,Pärnu maakond,Pärnu linn
73514,Järva maakond,Järva vald
46028,Lääne-Viru maakond,Tapa vald
30621,Ida-Viru maakond,Kohtla-Järve linn
90510,Lääne maakond,Haapsalu linn
44033,Lääne-Viru maakond,Viru-Nigula vald
44420,Lääne-Viru maakond,Rakvere vald
45445,Lääne-Viru maakond,Haljala vald
43402,Lääne-Viru maakond,Viru-Nigula vald
46002,Lääne-Viru maakond,Tapa vald
44025,Lääne-Viru maakond,Viru-Nigula vald
45435,Lääne-Viru maakond,Haljala vald
45417,Lääne-Viru maakond,Haljala vald
45301,Lääne-Viru maakond,Haljala vald
44003,Lääne-Viru maakond,Viru-Nigula vald
44028,Lääne-Viru maakond,Viru-Nigula vald
76806,Harju maakond,Paldiski linn
75116,Harju maakond,Kose vald
75117,Harju maakond,Kose vald
73601,Lääne-Viru maakond,Tapa vald
30326,Ida-Viru maakond,Kohtla-Järve linn
75103,Harju maakond,Kose vald
75102,Harju maakond,Kose vald
75104,Harju maakond,Kose vald
75101,Harju maakond,Kose vald
75119,Harju maakond,Kose vald
75106,Harju maakond,Kose vald
75113,Harju maakond,Kose vald
75112,Harju maakond,Kose vald
75118,Harju maakond,Kose vald
45401,Lääne-Viru maakond,Haljala vald
43404,Lääne-Viru maakond,Viru-Nigula vald
44015,Lääne-Viru maakond,Viru-Nigula vald
76807,Harju maakond,Paldiski linn
45108,Lääne-Viru maakond,Tapa linn
45320,Lääne-Viru maakond,Haljala vald
45109,Lääne-Viru maakond,Tapa linn
43403,Lääne-Viru maakond,Viru-Nigula vald
90502,Lääne maakond,Haapsalu linn
75114,Harju maakond,Kose vald
75110,Harju maakond,Kose vald
31024,Ida-Viru maakond,Kohtla-Järve linn
90504,Lääne maakond,Haapsalu linn
75126,Harju maakond,Kose vald
75111,Harju maakond,Kose vald
75108,Harju maakond,Kose vald
44037,Lääne-Viru maakond,Viru-Nigula vald
90508,Lääne maakond,Haapsalu linn
90403,Lääne maakond,Haapsalu linn
45107,Lääne-Viru maakond,Tapa linn
44031,Lääne-Viru maakond,Viru-Nigula vald
45306,Lääne-Viru maakond,Haljala vald
46001,Lääne-Viru maakond,Tapa vald
45316,Lääne-Viru maakond,Haljala vald
44312,Lääne-Viru maakond,Rakvere linn
73603,Lääne-Viru maakond,Tapa vald
46018,Lääne-Viru maakond,Tapa vald
45006,Lääne-Viru maakond,Tapa vald
30327,Ida-Viru maakond,Kohtla-Järve linn
45446,Lääne-Viru maakond,Haljala vald
45318,Lääne-Viru maakond,Haljala vald
44317,Lääne-Viru maakond,Rakvere linn
44308,Lääne-Viru maakond,Rakvere linn
44307,Lääne-Viru maakond,Rakvere linn
76616,Harju maakond,Lääne-Harju vald
44316,Lääne-Viru maakond,Rakvere linn
90506,Lääne maakond,Haapsalu linn
44019,Lääne-Viru maakond,Viru-Nigula vald
30328,Ida-Viru maakond,Kohtla-Järve linn
75105,Harju maakond,Kose vald
45202,Lääne-Viru maakond,Kadrina vald
45450,Lääne-Viru maakond,Haljala vald
76009,Harju maakond,Lääne-Harju vald
45406,Lääne-Viru maakond,Haljala vald
45205,Lääne-Viru maakond,Kadrina vald
44414,Lääne-Viru maakond,Rakvere vald
44106,Lääne-Viru maakond,Kunda linn
76623,Harju maakond,Lääne-Harju vald
76019,Harju maakond,Lääne-Harju vald
44035,Lääne-Viru maakond,Viru-Nigula vald
45302,Lääne-Viru maakond,Haljala vald
44026,Lääne-Viru maakond,Viru-Nigula vald
45307,Lääne-Viru maakond,Haljala vald
45403,Lääne-Viru maakond,Haljala vald
31023,Ida-Viru maakond,Kohtla-Järve linn
73606,Lääne-Viru maakond,Tapa vald
44109,Lääne-Viru maakond,Kunda linn
45309,Lääne-Viru maakond,Haljala vald
45501,Lääne-Viru maakond,Haljala vald
46021,Lääne-Viru maakond,Tapa vald
46006,Lääne-Viru maakond,Tapa vald
45310,Lääne-Viru maakond,Haljala vald
44203,Lääne-Viru maakond,Rakvere vald
45451,Lääne-Viru maakond,Haljala vald
75123,Harju maakond,Kose vald
75120,Harju maakond,Kose vald
75121,Harju maakond,Kose vald
46024,Lääne-Viru maakond,Tapa vald
90507,Lääne maakond,Haapsalu linn
44219,Lääne-Viru maakond,Rakvere vald
45304,Lääne-Viru maakond,Haljala vald
43408,Lääne-Viru maakond,Viru-Nigula vald
45312,Lääne-Viru maakond,Haljala vald
45411,Lääne-Viru maakond,Haljala vald
45426,Lääne-Viru maakond,Haljala vald
45005,Lääne-Viru maakond,Tapa vald
45448,Lääne-Viru maakond,Haljala vald
45601,Lääne-Viru maakond,Haljala vald
76709,Harju maakond,Lääne-Harju vald
45314,Lääne-Viru maakond,Haljala vald
30221,Ida-Viru maakond,Kohtla-Järve linn
73604,Lääne-Viru maakond,Tapa vald
44001,Lääne-Viru maakond,Viru-Nigula vald
45321,Lääne-Viru maakond,Haljala vald
93851,Saare maakond,Saaremaa vald
76804,Harju maakond,Paldiski linn
73609,Lääne-Viru maakond,Tapa vald
44024,Lääne-Viru maakond,Viru-Nigula vald
46016,Lääne-Viru maakond,Tapa vald
45317,Lääne-Viru maakond,Haljala vald
46003,Lääne-Viru maakond,Tapa vald
45315,Lääne-Viru maakond,Haljala vald
46026,Lääne-Viru maakond,Tapa vald
76107,Harju maakond,Lääne-Harju vald
76703,Harju maakond,Lääne-Harju vald
45408,Lääne-Viru maakond,Haljala vald
45003,Lääne-Viru maakond,Tapa vald
44004,Lääne-Viru maakond,Viru-Nigula vald
44306,Lääne-Viru maakond,Rakvere linn
44310,Lääne-Viru maakond,Rakvere linn
76621,Harju maakond,Lääne-Harju vald
41551,Ida-Viru maakond,Kohtla-Järve linn
44402,Lääne-Viru maakond,Rakvere vald
30722,Ida-Viru maakond,Kohtla-Järve linn
88311,Pärnu maakond,Pärnu linn
45210,Lääne-Viru maakond,Kadrina vald
49213,Jõgeva maakond,Jõgeva vald
93313,Saare maakond,Saaremaa vald
60428,Tartu maakond,Peipsi��re vald
63008,Põlva maakond,Põlva vald
79806,Rapla maakond,Kohila vald
79705,Rapla maakond,Kohila vald
46620,Lääne-Viru maakond,Vinni vald
63211,Põlva maakond,Põlva vald
51017,Tartu maakond,Tartu linn
80034,Pärnu maakond,Pärnu linn
80036,Pärnu maakond,Pärnu linn
50708,Tartu maakond,Tartu linn
80033,Pärnu maakond,Pärnu linn
93612,Saare maakond,Saaremaa vald
61102,Tartu maakond,Elva vald
67311,Valga maakond,Otep�� vald
68705,Valga maakond,Tõrva vald
94301,Saare maakond,Saaremaa vald
75030,Harju maakond,Kose vald
75031,Harju maakond,Kose vald
75017,Harju maakond,Kose vald
75007,Harju maakond,Kose vald
75016,Harju maakond,Kose vald
75015,Harju maakond,Kose vald
75014,Harju maakond,Kose vald
75024,Harju maakond,Kose vald
75006,Harju maakond,Kose vald
75019,Harju maakond,Kose vald
75013,Harju maakond,Kose vald
75008,Harju maakond,Kose vald
75021,Harju maakond,Kose vald
75023,Harju maakond,Kose vald
75004,Harju maakond,Kose vald
75010,Harju maakond,Kose vald
75009,Harju maakond,Kose vald
75005,Harju maakond,Kose vald
75034,Harju maakond,Kose vald
75035,Harju maakond,Kose vald
75038,Harju maakond,Kose vald
75036,Harju maakond,Kose vald
75028,Harju maakond,Kose vald
75026,Harju maakond,Kose vald
90401,Lääne maakond,Haapsalu linn
75020,Harju maakond,Kose vald
75012,Harju maakond,Kose vald
75018,Harju maakond,Kose vald
75029,Harju maakond,Kose vald
75025,Harju maakond,Kose vald
75037,Harju maakond,Kose vald
75032,Harju maakond,Kose vald
10112,Harju maakond,Tallinn
11713,Harju maakond,Tallinn
75417,Harju maakond,Kiili vald
76406,Harju maakond,Saku vald
76404,Harju maakond,Saku vald
76405,Harju maakond,Saku vald
75416,Harju maakond,Kiili vald
75409,Harju maakond,Kiili vald
75514,Harju maakond,Saku vald
75518,Harju maakond,Saku vald
76414,Harju maakond,Saku vald
75402,Harju maakond,Kiili vald
75408,Harju maakond,Kiili vald
92161,Hiiu maakond,Hiiumaa vald
75504,Harju maakond,Saku vald
75411,Harju maakond,Kiili vald
70122,Viljandi maakond,Viljandi vald
70109,Viljandi maakond,Viljandi vald
70106,Viljandi maakond,Viljandi vald
70121,Viljandi maakond,Viljandi vald
70104,Viljandi maakond,Viljandi vald
75407,Harju maakond,Kiili vald
75509,Harju maakond,Saku vald
71067,Viljandi maakond,Viljandi vald
63514,Põlva maakond,Kanepi vald
75517,Harju maakond,Saku vald
75506,Harju maakond,Saku vald
62202,Tartu maakond,Luunja vald
30507,Ida-Viru maakond,Toila vald
30506,Ida-Viru maakond,Toila vald
41715,Ida-Viru maakond,Toila vald
30626,Ida-Viru maakond,Toila vald
40104,Ida-Viru maakond,Toila vald
30623,Ida-Viru maakond,Toila vald
41702,Ida-Viru maakond,Toila vald
41714,Ida-Viru maakond,Toila vald
75410,Harju maakond,Kiili vald
79409,Rapla maakond,Rapla vald
63510,Põlva maakond,Kanepi vald
69703,Viljandi maakond,Viljandi vald
93635,Saare maakond,Saaremaa vald
79303,Rapla maakond,Rapla vald
43406,Lääne-Viru maakond,Viru-Nigula vald
74120,Harju maakond,J�el�htme vald
49407,Tartu maakond,Peipsi��re vald
43004,Ida-Viru maakond,L�ganuse vald
65015,Võru maakond,R�uge vald
42115,Jõgeva maakond,Mustvee vald
42102,Jõgeva maakond,Mustvee vald
42116,Jõgeva maakond,Mustvee vald
79532,Rapla maakond,Rapla vald
10137,Harju maakond,Tallinn
79606,Rapla maakond,Rapla vald
86303,Pärnu maakond,Kilingi-N�mme linn
13521,Harju maakond,Tallinn
63207,Põlva maakond,Põlva vald
11618,Harju maakond,Tallinn
21047,Ida-Viru maakond,Narva linn
73017,Järva maakond,Järva vald
61217,Tartu maakond,Elva vald
63218,Põlva maakond,Põlva vald
68513,Valga maakond,Tõrva vald
93526,Saare maakond,Saaremaa vald
93884,Saare maakond,Saaremaa vald
91017,Lääne maakond,Lääne-Nigula vald
92411,Hiiu maakond,K�rdla linn
65606,Võru maakond,Võru linn
63009,Põlva maakond,Põlva vald
69107,Viljandi maakond,Mulgi vald
79529,Rapla maakond,Rapla vald
67214,Tartu maakond,Elva vald
74315,Harju maakond,Anija vald
90433,Lääne maakond,Haapsalu linn
43131,Ida-Viru maakond,L�ganuse vald
66617,Võru maakond,Võru vald
90444,Lääne maakond,Haapsalu linn
61703,Tartu maakond,Kambja vald
94613,Saare maakond,Saaremaa vald
70101,Viljandi maakond,Viljandi vald
94302,Saare maakond,Saaremaa vald
93213,Saare maakond,Saaremaa vald
12015,Harju maakond,Tallinn
10123,Harju maakond,Tallinn
10318,Harju maakond,Tallinn
94636,Saare maakond,Saaremaa vald
94642,Saare maakond,Saaremaa vald
11914,Harju maakond,Tallinn
64232,Põlva maakond,R�pina vald
10320,Harju maakond,Tallinn
65520,Võru maakond,Võru vald
66110,Võru maakond,R�uge vald
49003,Jõgeva maakond,Jõgeva vald
48001,Jõgeva maakond,Põltsamaa vald
42101,Jõgeva maakond,Mustvee vald
65196,Võru maakond,R�uge vald
48520,Jõgeva maakond,Jõgeva vald
11621,Harju maakond,Tallinn
48029,Jõgeva maakond,Põltsamaa vald
75403,Harju maakond,Kiili vald
75415,Harju maakond,Kiili vald
75406,Harju maakond,Kiili vald
94713,Saare maakond,Muhu vald
92263,Hiiu maakond,Hiiumaa vald
75414,Harju maakond,Kiili vald
92028,Hiiu maakond,Hiiumaa vald
72720,Järva maakond,Paide linn
74312,Harju maakond,Anija vald
68710,Valga maakond,Tõrva vald
88315,Pärnu maakond,Pärnu linn
46233,Lääne-Viru maakond,Väike-Maarja vald
61709,Tartu maakond,Kambja vald
80015,Pärnu maakond,Pärnu linn
62504,Põlva maakond,R�pina vald
10612,Harju maakond,Tallinn
64231,Põlva maakond,R�pina vald
68115,Valga maakond,Valga vald
94271,Saare maakond,Saaremaa vald
49201,Jõgeva maakond,Jõgeva vald
63407,Põlva maakond,Kanepi vald
64102,Võru maakond,Võru vald
65552,Võru maakond,Võru vald
11213,Harju maakond,Tallinn
20609,Ida-Viru maakond,Narva linn
90303,Pärnu maakond,Lihula linn
50107,Tartu maakond,Tartu linn
11913,Harju maakond,Tallinn
11912,Harju maakond,Tallinn
76415,Harju maakond,Saku vald
61507,Tartu maakond,Elva linn
75511,Harju maakond,Saku vald
74403,Harju maakond,Anija vald
72501,Järva maakond,Järva vald
12111,Harju maakond,Tallinn
69714,Viljandi maakond,Viljandi vald
69704,Viljandi maakond,Viljandi vald
94660,Saare maakond,Saaremaa vald
48216,Jõgeva maakond,Põltsamaa vald
48018,Jõgeva maakond,Põltsamaa vald
49008,Jõgeva maakond,Põltsamaa vald
93330,Saare maakond,Saaremaa vald
11311,Harju maakond,Tallinn
75125,Harju maakond,Kose vald
50103,Tartu maakond,Tartu linn
92003,Hiiu maakond,Hiiumaa vald
10319,Harju maakond,Tallinn
10313,Harju maakond,Tallinn
10129,Harju maakond,Tallinn
