zip_code,county,city_municipality
91230,Lääne maakond,Lääne-Nigula vald
92113,Hiiu maakond,Hiiumaa vald
92261,Hiiu maakond,Hiiumaa vald
92029,Hiiu maakond,Hiiumaa vald
92042,Hiiu maakond,Hiiumaa vald
88231,Pärnu maakond,Lääneranna vald
88435,Pärnu maakond,Lääneranna vald
90121,Pärnu maakond,Lääneranna vald
86015,Pärnu maakond,H��demeeste vald
92342,Hiiu maakond,Hiiumaa vald
92174,Hiiu maakond,Hiiumaa vald
90911,Lääne maakond,Lääne-Nigula vald
90230,Pärnu maakond,Lääneranna vald
90640,Lääne maakond,Lääne-Nigula vald
92333,Hiiu maakond,Hiiumaa vald
90712,Lääne maakond,Lääne-Nigula vald
92027,Hiiu maakond,Hiiumaa vald
88225,Pärnu maakond,Lääneranna vald
88417,Pärnu maakond,Lääneranna vald
90112,Pärnu maakond,Lääneranna vald
90613,Lääne maakond,Lääne-Nigula vald
88213,Pärnu maakond,Lääneranna vald
88203,Pärnu maakond,Lääneranna vald
92030,Hiiu maakond,Hiiumaa vald
92137,Hiiu maakond,Hiiumaa vald
92060,Hiiu maakond,Hiiumaa vald
86212,Pärnu maakond,Saarde vald
88207,Pärnu maakond,Lääneranna vald
88437,Pärnu maakond,Lääneranna vald
90224,Pärnu maakond,Lääneranna vald
90220,Pärnu maakond,Lääneranna vald
92331,Hiiu maakond,Hiiumaa vald
92338,Hiiu maakond,Hiiumaa vald
88233,Pärnu maakond,Lääneranna vald
90122,Pärnu maakond,Lääneranna vald
90124,Pärnu maakond,Lääneranna vald
92250,Hiiu maakond,Hiiumaa vald
92266,Hiiu maakond,Hiiumaa vald
92226,Hiiu maakond,Hiiumaa vald
92220,Hiiu maakond,Hiiumaa vald
92223,Hiiu maakond,Hiiumaa vald
88217,Pärnu maakond,Lääneranna vald
86105,Pärnu maakond,Saarde vald
92016,Hiiu maakond,Hiiumaa vald
90207,Pärnu maakond,Lääneranna vald
88411,Pärnu maakond,Lääneranna vald
90223,Pärnu maakond,Lääneranna vald
90213,Pärnu maakond,Lääneranna vald
91015,Lääne maakond,Lääne-Nigula vald
88432,Pärnu maakond,Lääneranna vald
92236,Hiiu maakond,Hiiumaa vald
92231,Hiiu maakond,Hiiumaa vald
92243,Hiiu maakond,Hiiumaa vald
90240,Pärnu maakond,Lääneranna vald
90239,Pärnu maakond,Lääneranna vald
88405,Pärnu maakond,Lääneranna vald
92238,Hiiu maakond,Hiiumaa vald
88214,Pärnu maakond,Lääneranna vald
88419,Pärnu maakond,Lääneranna vald
92054,Hiiu maakond,Hiiumaa vald
88439,Pärnu maakond,Lääneranna vald
92242,Hiiu maakond,Hiiumaa vald
90245,Pärnu maakond,Lääneranna vald
90235,Pärnu maakond,Lääneranna vald
92178,Hiiu maakond,Hiiumaa vald
92211,Hiiu maakond,Hiiumaa vald
92128,Hiiu maakond,Hiiumaa vald
88226,Pärnu maakond,Lääneranna vald
88240,Pärnu maakond,Lääneranna vald
90305,Pärnu maakond,Lääneranna vald
86411,Pärnu maakond,Saarde vald
88205,Pärnu maakond,Lääneranna vald
88218,Pärnu maakond,Lääneranna vald
90225,Pärnu maakond,Lääneranna vald
92301,Hiiu maakond,Hiiumaa vald
92316,Hiiu maakond,Hiiumaa vald
86406,Pärnu maakond,Saarde vald
92057,Hiiu maakond,Hiiumaa vald
90819,Lääne maakond,Lääne-Nigula vald
88434,Pärnu maakond,Lääneranna vald
92025,Hiiu maakond,Hiiumaa vald
88418,Pärnu maakond,Lääneranna vald
86020,Pärnu maakond,H��demeeste vald
91002,Lääne maakond,Lääne-Nigula vald
92424,Hiiu maakond,Hiiumaa vald
90304,Pärnu maakond,Lihula linn
88442,Pärnu maakond,Lääneranna vald
92052,Hiiu maakond,Hiiumaa vald
88408,Pärnu maakond,Lääneranna vald
88425,Pärnu maakond,Lääneranna vald
92044,Hiiu maakond,Hiiumaa vald
92370,Hiiu maakond,Hiiumaa vald
90243,Pärnu maakond,Lääneranna vald
90242,Pärnu maakond,Lääneranna vald
92020,Hiiu maakond,Hiiumaa vald
88428,Pärnu maakond,Lääneranna vald
92049,Hiiu maakond,Hiiumaa vald
92214,Hiiu maakond,Hiiumaa vald
90110,Pärnu maakond,Lääneranna vald
88436,Pärnu maakond,Lääneranna vald
86011,Pärnu maakond,H��demeeste vald
91115,Lääne maakond,Lääne-Nigula vald
92366,Hiiu maakond,Hiiumaa vald
92050,Hiiu maakond,Hiiumaa vald
21046,Ida-Viru maakond,Narva linn
92269,Hiiu maakond,Hiiumaa vald
92043,Hiiu maakond,Hiiumaa vald
92268,Hiiu maakond,Hiiumaa vald
92222,Hiiu maakond,Hiiumaa vald
92227,Hiiu maakond,Hiiumaa vald
90117,Pärnu maakond,Lääneranna vald
88406,Pärnu maakond,Lääneranna vald
91018,Lääne maakond,Lääne-Nigula vald
90128,Pärnu maakond,Lääneranna vald
21074,Ida-Viru maakond,Narva linn
92365,Hiiu maakond,Hiiumaa vald
90248,Pärnu maakond,Lääneranna vald
92253,Hiiu maakond,Hiiumaa vald
90236,Pärnu maakond,Lääneranna vald
86106,Pärnu maakond,Saarde vald
92053,Hiiu maakond,Hiiumaa vald
88410,Pärnu maakond,Lääneranna vald
92055,Hiiu maakond,Hiiumaa vald
88222,Pärnu maakond,Lääneranna vald
92251,Hiiu maakond,Hiiumaa vald
92245,Hiiu maakond,Hiiumaa vald
92221,Hiiu maakond,Hiiumaa vald
90208,Pärnu maakond,Lääneranna vald
92368,Hiiu maakond,Hiiumaa vald
92173,Hiiu maakond,Hiiumaa vald
90628,Lääne maakond,Lääne-Nigula vald
90244,Pärnu maakond,Lääneranna vald
88424,Pärnu maakond,Lääneranna vald
92248,Hiiu maakond,Hiiumaa vald
90646,Lääne maakond,Lääne-Nigula vald
88429,Pärnu maakond,Lääneranna vald
92177,Hiiu maakond,Hiiumaa vald
86216,Pärnu maakond,Saarde vald
92237,Hiiu maakond,Hiiumaa vald
88433,Pärnu maakond,Lääneranna vald
92165,Hiiu maakond,Hiiumaa vald
88211,Pärnu maakond,Lääneranna vald
88230,Pärnu maakond,Lääneranna vald
90247,Pärnu maakond,Lääneranna vald
92141,Hiiu maakond,Hiiumaa vald
92166,Hiiu maakond,Hiiumaa vald
88441,Pärnu maakond,Lääneranna vald
92351,Hiiu maakond,Hiiumaa vald
86301,Pärnu maakond,Kilingi-N�mme linn
60207,Tartu maakond,Peipsi��re vald
92255,Hiiu maakond,Hiiumaa vald
90651,Lääne maakond,Lääne-Nigula vald
92256,Hiiu maakond,Hiiumaa vald
60209,Tartu maakond,Peipsi��re vald
91021,Lääne maakond,Lääne-Nigula vald
61313,Tartu maakond,Elva vald
61003,Tartu maakond,Elva vald
68713,Valga maakond,Tõrva vald
68715,Valga maakond,Tõrva vald
68716,Valga maakond,Tõrva vald
67405,Valga maakond,Otep�� linn
67512,Tartu maakond,Elva vald
61301,Tartu maakond,Elva vald
68611,Valga maakond,Tõrva vald
67404,Valga maakond,Otep�� linn
61215,Tartu maakond,Elva vald
68712,Valga maakond,Tõrva vald
61307,Tartu maakond,Elva vald
68505,Valga maakond,Tõrva vald
68507,Valga maakond,Tõrva vald
61014,Tartu maakond,Elva vald
67506,Valga maakond,Otep�� vald
61103,Tartu maakond,Elva vald
61002,Tartu maakond,Elva vald
68615,Valga maakond,Tõrva vald
61104,Tartu maakond,Elva vald
68229,Valga maakond,Otep�� vald
67007,Valga maakond,Otep�� vald
61214,Tartu maakond,Elva vald
68613,Valga maakond,Tõrva vald
67307,Valga maakond,Otep�� vald
61205,Tartu maakond,Elva vald
67012,Valga maakond,Otep�� vald
68222,Valga maakond,Otep�� vald
67010,Valga maakond,Otep�� vald
67212,Tartu maakond,Elva vald
67215,Tartu maakond,Elva vald
67207,Valga maakond,Otep�� vald
67216,Tartu maakond,Elva vald
61105,Tartu maakond,Elva vald
61305,Tartu maakond,Elva vald
61319,Tartu maakond,Elva vald
67217,Valga maakond,Otep�� vald
67511,Tartu maakond,Elva vald
67503,Valga maakond,Otep�� vald
61202,Tartu maakond,Elva vald
68405,Valga maakond,Tõrva vald
68404,Valga maakond,Tõrva vald
61308,Tartu maakond,Elva vald
68704,Valga maakond,Tõrva vald
61004,Tartu maakond,Elva vald
61015,Tartu maakond,Elva vald
61009,Tartu maakond,Elva vald
67208,Valga maakond,Otep�� vald
68504,Valga maakond,Tõrva vald
61011,Tartu maakond,Elva vald
61506,Tartu maakond,Elva linn
68616,Valga maakond,Tõrva vald
61216,Tartu maakond,Elva vald
61213,Tartu maakond,Elva vald
68614,Valga maakond,Tõrva vald
68618,Valga maakond,Tõrva vald
61106,Tartu maakond,Elva vald
61110,Tartu maakond,Elva vald
61207,Tartu maakond,Elva vald
68223,Valga maakond,Otep�� vald
61316,Tartu maakond,Elva vald
61318,Tartu maakond,Elva vald
67415,Valga maakond,Otep�� vald
67303,Valga maakond,Otep�� vald
68707,Valga maakond,Tõrva vald
68619,Valga maakond,Tõrva vald
67305,Valga maakond,Otep�� vald
67505,Valga maakond,Otep�� vald
67515,Valga maakond,Otep�� vald
61107,Tartu maakond,Elva vald
61114,Tartu maakond,Elva vald
68708,Valga maakond,Tõrva vald
68219,Valga maakond,Otep�� vald
67504,Valga maakond,Otep�� vald
61017,Tartu maakond,Elva vald
67418,Valga maakond,Otep�� vald
61108,Tartu maakond,Elva vald
61312,Tartu maakond,Elva vald
61303,Tartu maakond,Elva vald
61208,Tartu maakond,Elva vald
61119,Tartu maakond,Elva vald
67011,Valga maakond,Otep�� vald
67211,Valga maakond,Otep�� vald
68506,Valga maakond,Tõrva vald
61005,Tartu maakond,Elva vald
67203,Valga maakond,Otep�� vald
61317,Tartu maakond,Elva vald
61112,Tartu maakond,Elva vald
67411,Valga maakond,Otep�� vald
61013,Tartu maakond,Elva vald
61309,Tartu maakond,Elva vald
61311,Tartu maakond,Elva vald
61012,Tartu maakond,Elva vald
67509,Valga maakond,Otep�� vald
68411,Valga maakond,Tõrva vald
68612,Valga maakond,Tõrva vald
67013,Valga maakond,Otep�� vald
68410,Valga maakond,Tõrva vald
67003,Valga maakond,Otep�� vald
67304,Valga maakond,Otep�� vald
61304,Tartu maakond,Elva vald
67309,Valga maakond,Otep�� vald
67301,Valga maakond,Otep�� vald
61001,Tartu maakond,Elva vald
67006,Valga maakond,Otep�� vald
61209,Tartu maakond,Elva vald
67416,Valga maakond,Otep�� vald
67514,Tartu maakond,Elva vald
61204,Tartu maakond,Elva vald
67005,Valga maakond,Otep�� vald
60547,Tartu maakond,Elva vald
61302,Tartu maakond,Elva vald
68703,Valga maakond,Tõrva vald
67513,Tartu maakond,Elva vald
61503,Tartu maakond,Elva linn
68407,Valga maakond,Tõrva vald
68403,Valga maakond,Tõrva vald
68408,Valga maakond,Tõrva vald
67310,Valga maakond,Otep�� vald
68224,Valga maakond,Otep�� vald
61115,Tartu maakond,Elva vald
68402,Valga maakond,Tõrva vald
67210,Valga maakond,Otep�� vald
68221,Valga maakond,Otep�� vald
67417,Valga maakond,Otep�� vald
67206,Valga maakond,Otep�� vald
67209,Valga maakond,Otep�� vald
68511,Valga maakond,Tõrva vald
61113,Tartu maakond,Elva vald
67308,Valga maakond,Otep�� vald
67408,Valga maakond,Otep�� vald
67414,Valga maakond,Otep�� vald
67412,Valga maakond,Otep�� vald
67410,Valga maakond,Otep�� vald
67004,Valga maakond,Otep�� vald
61504,Tartu maakond,Elva linn
61212,Tartu maakond,Elva vald
67508,Tartu maakond,Elva vald
61117,Tartu maakond,Elva vald
67204,Valga maakond,Otep�� vald
68714,Valga maakond,Tõrva vald
61010,Tartu maakond,Elva vald
67510,Tartu maakond,Elva vald
67507,Tartu maakond,Elva vald
68711,Valga maakond,Tõrva vald
61116,Tartu maakond,Elva vald
67306,Valga maakond,Otep�� vald
67205,Valga maakond,Otep�� vald
68706,Valga maakond,Tõrva vald
61203,Tartu maakond,Elva vald
61206,Tartu maakond,Elva vald
61016,Tartu maakond,Elva vald
67213,Tartu maakond,Elva vald
67009,Valga maakond,Otep�� vald
68608,Valga maakond,Tõrva vald
61111,Tartu maakond,Elva vald
61006,Tartu maakond,Elva vald
61505,Tartu maakond,Elva linn
67409,Valga maakond,Otep�� vald
68605,Valga maakond,Tõrva linn
67408,Valga maakond,Otep�� linn
61314,Tartu maakond,Elva vald
61509,Tartu maakond,Elva linn
67412,Valga maakond,Otep�� linn
67417,Valga maakond,Otep�� linn
67407,Valga maakond,Otep�� linn
49113,Tartu maakond,Tartu vald
68607,Valga maakond,Tõrva linn
21076,Ida-Viru maakond,Narva linn
92362,Hiiu maakond,Hiiumaa vald
92179,Hiiu maakond,Hiiumaa vald
86217,Pärnu maakond,Saarde vald
92420,Hiiu maakond,K�rdla linn
49419,Tartu maakond,Peipsi��re vald
44320,Lääne-Viru maakond,Vinni vald
21033,Ida-Viru maakond,Narva linn
60530,Tartu maakond,Tartu vald
60213,Tartu maakond,Peipsi��re vald
49127,Tartu maakond,Tartu vald
67418,Valga maakond,Otep�� linn
67403,Valga maakond,Otep�� vald
86211,Pärnu maakond,Kilingi-N�mme linn
86204,Pärnu maakond,Saarde vald
67404,Valga maakond,Otep�� vald
49108,Tartu maakond,Tartu vald
60546,Tartu maakond,Peipsi��re vald
61501,Tartu maakond,Elva linn
68601,Valga maakond,Tõrva linn
80018,Pärnu maakond,Pärnu linn
80030,Pärnu maakond,Pärnu linn
50110,Tartu maakond,Tartu linn
80011,Pärnu maakond,Pärnu linn
80017,Pärnu maakond,Pärnu linn
80016,Pärnu maakond,Pärnu linn
80041,Pärnu maakond,Pärnu linn
50409,Tartu maakond,Tartu linn
50605,Tartu maakond,Tartu linn
50109,Tartu maakond,Tartu linn
51005,Tartu maakond,Tartu linn
51004,Tartu maakond,Tartu linn
80043,Pärnu maakond,Pärnu linn
50114,Tartu maakond,Tartu linn
80037,Pärnu maakond,Pärnu linn
50604,Tartu maakond,Tartu linn
80014,Pärnu maakond,Pärnu linn
50416,Tartu maakond,Tartu linn
80031,Pärnu maakond,Pärnu linn
80040,Pärnu maakond,Pärnu linn
80019,Pärnu maakond,Pärnu linn
51010,Tartu maakond,Tartu linn
50108,Tartu maakond,Tartu linn
50407,Tartu maakond,Tartu linn
50405,Tartu maakond,Tartu linn
50115,Tartu maakond,Tartu linn
50704,Tartu maakond,Tartu linn
80024,Pärnu maakond,Pärnu linn
50403,Tartu maakond,Tartu linn
50413,Tartu maakond,Tartu linn
50706,Tartu maakond,Tartu linn
50408,Tartu maakond,Tartu linn
51008,Tartu maakond,Tartu linn
80029,Pärnu maakond,Pärnu linn
80027,Pärnu maakond,Pärnu linn
80032,Pärnu maakond,Pärnu linn
80026,Pärnu maakond,Pärnu linn
50104,Tartu maakond,Tartu linn
50112,Tartu maakond,Tartu linn
50414,Tartu maakond,Tartu linn
85009,Pärnu maakond,Pärnu linn
50415,Tartu maakond,Tartu linn
80010,Pärnu maakond,Pärnu linn
50703,Tartu maakond,Tartu linn
50417,Tartu maakond,Tartu linn
86602,Pärnu maakond,Pärnu linn
61410,Tartu maakond,Tartu linn
80044,Pärnu maakond,Pärnu linn
50090,Tartu maakond,Tartu linn
80021,Pärnu maakond,Pärnu linn
50096,Tartu maakond,Tartu linn
70308,Viljandi maakond,Viljandi vald
63115,Põlva maakond,Kanepi vald
63503,Põlva maakond,Kanepi vald
63112,Põlva maakond,Kanepi vald
69726,Viljandi maakond,Viljandi vald
70310,Viljandi maakond,Viljandi vald
63416,Põlva maakond,Kanepi vald
69731,Viljandi maakond,Viljandi vald
69725,Viljandi maakond,Viljandi vald
70311,Viljandi maakond,Viljandi vald
63508,Põlva maakond,Kanepi vald
70306,Viljandi maakond,Viljandi vald
63418,Põlva maakond,Kanepi vald
69715,Viljandi maakond,Viljandi vald
63507,Põlva maakond,Kanepi vald
63110,Põlva maakond,Kanepi vald
63101,Põlva maakond,Kanepi vald
63413,Põlva maakond,Kanepi vald
63107,Põlva maakond,Kanepi vald
63108,Põlva maakond,Kanepi vald
70123,Viljandi maakond,Viljandi vald
71124,Viljandi maakond,Viljandi vald
70181,Viljandi maakond,Viljandi vald
69602,Viljandi maakond,Viljandi vald
69705,Viljandi maakond,Viljandi vald
71102,Viljandi maakond,Viljandi vald
71109,Viljandi maakond,Viljandi vald
70116,Viljandi maakond,Viljandi vald
69618,Viljandi maakond,Viljandi vald
71072,Viljandi maakond,Viljandi vald
70211,Viljandi maakond,Viljandi vald
71103,Viljandi maakond,Viljandi vald
71070,Viljandi maakond,Viljandi vald
70108,Viljandi maakond,Viljandi vald
69603,Viljandi maakond,Viljandi vald
69620,Viljandi maakond,Viljandi vald
70103,Viljandi maakond,Viljandi vald
70115,Viljandi maakond,Viljandi vald
69611,Viljandi maakond,Viljandi vald
69604,Viljandi maakond,Viljandi vald
71118,Viljandi maakond,Viljandi vald
69732,Viljandi maakond,Viljandi vald
69607,Viljandi maakond,Viljandi vald
70120,Viljandi maakond,Viljandi vald
63123,Põlva maakond,Kanepi vald
63502,Põlva maakond,Kanepi vald
63406,Põlva maakond,Kanepi vald
70107,Viljandi maakond,Viljandi vald
63103,Põlva maakond,Kanepi vald
70180,Viljandi maakond,Viljandi vald
63512,Põlva maakond,Kanepi vald
69730,Viljandi maakond,Viljandi vald
71066,Viljandi maakond,Viljandi vald
63408,Põlva maakond,Kanepi vald
70304,Viljandi maakond,Viljandi vald
70113,Viljandi maakond,Viljandi vald
70303,Viljandi maakond,Viljandi vald
71071,Viljandi maakond,Viljandi vald
69701,Viljandi maakond,Viljandi vald
71108,Viljandi maakond,Viljandi vald
63409,Põlva maakond,Kanepi vald
69709,Viljandi maakond,Viljandi vald
69706,Viljandi maakond,Viljandi vald
69713,Viljandi maakond,Viljandi vald
69710,Viljandi maakond,Viljandi vald
69716,Viljandi maakond,Viljandi vald
70307,Viljandi maakond,Viljandi vald
63116,Põlva maakond,Kanepi vald
63511,Põlva maakond,Kanepi vald
69722,Viljandi maakond,Viljandi vald
69619,Viljandi maakond,Viljandi vald
63109,Põlva maakond,Kanepi vald
63113,Põlva maakond,Kanepi vald
63106,Põlva maakond,Kanepi vald
63119,Põlva maakond,Kanepi vald
70314,Viljandi maakond,Viljandi vald
70315,Viljandi maakond,Viljandi vald
69712,Viljandi maakond,Viljandi vald
69737,Viljandi maakond,Viljandi vald
70313,Viljandi maakond,Viljandi vald
71023,Viljandi maakond,Viljandi vald
63419,Põlva maakond,Kanepi vald
69729,Viljandi maakond,Viljandi vald
63505,Põlva maakond,Kanepi vald
63506,Põlva maakond,Kanepi vald
69720,Viljandi maakond,Viljandi vald
70317,Viljandi maakond,Viljandi vald
70318,Viljandi maakond,Viljandi vald
63118,Põlva maakond,Kanepi vald
63121,Põlva maakond,Kanepi vald
69711,Viljandi maakond,Viljandi vald
70309,Viljandi maakond,Viljandi vald
69707,Viljandi maakond,Viljandi vald
63411,Põlva maakond,Kanepi vald
63114,Põlva maakond,Kanepi vald
63513,Põlva maakond,Kanepi vald
70301,Viljandi maakond,Viljandi vald
69733,Viljandi maakond,Viljandi vald
71110,Viljandi maakond,Viljandi vald
71101,Viljandi maakond,Viljandi vald
71065,Viljandi maakond,Viljandi vald
69601,Viljandi maakond,Viljandi vald
71057,Viljandi maakond,Viljandi vald
70114,Viljandi maakond,Viljandi vald
71068,Viljandi maakond,Viljandi vald
69608,Viljandi maakond,Viljandi vald
69617,Viljandi maakond,Viljandi vald
69609,Viljandi maakond,Viljandi vald
71104,Viljandi maakond,Viljandi vald
70105,Viljandi maakond,Viljandi vald
69735,Viljandi maakond,Viljandi vald
63120,Põlva maakond,Kanepi vald
69606,Viljandi maakond,Viljandi vald
63122,Põlva maakond,Kanepi vald
70111,Viljandi maakond,Viljandi vald
69721,Viljandi maakond,Viljandi vald
70302,Viljandi maakond,Viljandi vald
69702,Viljandi maakond,Viljandi vald
70117,Viljandi maakond,Viljandi vald
70112,Viljandi maakond,Viljandi vald
71183,Viljandi maakond,Viljandi vald
63504,Põlva maakond,Kanepi vald
71074,Viljandi maakond,Viljandi vald
71120,Viljandi maakond,Viljandi vald
63415,Põlva maakond,Kanepi vald
69724,Viljandi maakond,Viljandi vald
69736,Viljandi maakond,Viljandi vald
63102,Põlva maakond,Kanepi vald
63405,Põlva maakond,Kanepi vald
63117,Põlva maakond,Kanepi vald
71105,Viljandi maakond,Viljandi vald
71064,Viljandi maakond,Viljandi vald
71112,Viljandi maakond,Viljandi vald
70201,Viljandi maakond,Viljandi vald
69612,Viljandi maakond,Viljandi vald
70202,Viljandi maakond,Viljandi vald
70102,Viljandi maakond,Viljandi vald
69728,Viljandi maakond,Viljandi vald
69605,Viljandi maakond,Viljandi vald
71111,Viljandi maakond,Viljandi vald
63412,Põlva maakond,Kanepi vald
71119,Viljandi maakond,Viljandi vald
71123,Viljandi maakond,Viljandi vald
70316,Viljandi maakond,Viljandi vald
69717,Viljandi maakond,Viljandi vald
69723,Viljandi maakond,Viljandi vald
69718,Viljandi maakond,Viljandi vald
63509,Põlva maakond,Kanepi vald
69734,Viljandi maakond,Viljandi vald
71052,Viljandi maakond,Viljandi vald
71081,Viljandi maakond,Viljandi vald
71107,Viljandi maakond,Viljandi vald
71121,Viljandi maakond,Viljandi vald
69708,Viljandi maakond,Viljandi vald
71069,Viljandi maakond,Viljandi vald
71063,Viljandi maakond,Viljandi vald
71122,Viljandi maakond,Viljandi vald
71114,Viljandi maakond,Viljandi vald
69610,Viljandi maakond,Viljandi vald
69727,Viljandi maakond,Viljandi vald
70118,Viljandi maakond,Viljandi vald
71125,Viljandi maakond,Viljandi vald
63111,Põlva maakond,Kanepi vald
71058,Viljandi maakond,Viljandi vald
71180,Viljandi maakond,Viljandi vald
70182,Viljandi maakond,Viljandi vald
69680,Viljandi maakond,Viljandi vald
69682,Viljandi maakond,Viljandi vald
79412,Rapla maakond,Rapla vald
64222,Põlva maakond,R�pina vald
62414,Tartu maakond,Kastre vald
62110,Tartu maakond,Kastre vald
79068,Rapla maakond,Kehtna vald
64424,Põlva maakond,R�pina vald
64207,Põlva maakond,R�pina vald
79607,Rapla maakond,Rapla vald
63224,Põlva maakond,Põlva vald
79531,Rapla maakond,Rapla vald
62407,Tartu maakond,Kastre vald
79333,Rapla maakond,Rapla vald
62113,Tartu maakond,Kastre vald
64225,Põlva maakond,R�pina vald
79522,Rapla maakond,Kehtna vald
63214,Põlva maakond,Põlva vald
79019,Rapla maakond,Kehtna vald
63220,Põlva maakond,Põlva vald
64427,Põlva maakond,R�pina vald
62401,Tartu maakond,Kastre vald
63603,Põlva maakond,Põlva vald
62308,Tartu maakond,Kastre vald
63703,Põlva maakond,Põlva vald
79511,Rapla maakond,Rapla linn
62108,Tartu maakond,Kastre vald
62318,Tartu maakond,Kastre vald
79002,Rapla maakond,Kehtna vald
64618,Põlva maakond,Põlva vald
79051,Rapla maakond,Kehtna vald
62409,Tartu maakond,Kastre vald
62309,Tartu maakond,Kastre vald
63216,Põlva maakond,Põlva vald
79004,Rapla maakond,Kehtna vald
63221,Põlva maakond,Põlva vald
63610,Põlva maakond,Põlva vald
63217,Põlva maakond,Põlva vald
79001,Rapla maakond,Kehtna vald
63227,Põlva maakond,Põlva vald
64422,Põlva maakond,R�pina vald
63012,Põlva maakond,Põlva vald
79631,Rapla maakond,Rapla vald
79005,Rapla maakond,Kehtna vald
78402,Rapla maakond,Rapla vald
78401,Rapla maakond,Rapla vald
79301,Rapla maakond,Rapla vald
63225,Põlva maakond,Põlva vald
62111,Tartu maakond,Kastre vald
63228,Põlva maakond,Põlva vald
62317,Tartu maakond,Kastre vald
62311,Tartu maakond,Kastre vald
62316,Tartu maakond,Kastre vald
63602,Põlva maakond,Põlva vald
64614,Põlva maakond,Põlva vald
64612,Põlva maakond,Põlva vald
64604,Põlva maakond,Põlva vald
64605,Põlva maakond,Põlva vald
64617,Põlva maakond,Põlva vald
62313,Tartu maakond,Kastre vald
62412,Tartu maakond,Kastre vald
62411,Tartu maakond,Kastre vald
62408,Tartu maakond,Kastre vald
62402,Tartu maakond,Kastre vald
78412,Rapla maakond,Rapla vald
78404,Rapla maakond,Rapla vald
79517,Rapla maakond,Rapla vald
79512,Rapla maakond,Rapla linn
79112,Rapla maakond,Kehtna vald
79009,Rapla maakond,Kehtna vald
79111,Rapla maakond,Kehtna vald
79012,Rapla maakond,Kehtna vald
79011,Rapla maakond,Kehtna vald
79015,Rapla maakond,Kehtna vald
79525,Rapla maakond,Kehtna vald
64403,Põlva maakond,R�pina vald
64423,Põlva maakond,R�pina vald
64504,Põlva maakond,R�pina linn
62119,Tartu maakond,Kastre vald
79023,Rapla maakond,Kehtna vald
79053,Rapla maakond,Kehtna vald
79022,Rapla maakond,Kehtna vald
79601,Rapla maakond,Rapla vald
79641,Rapla maakond,Rapla vald
79604,Rapla maakond,Rapla vald
78405,Rapla maakond,Rapla vald
63707,Põlva maakond,Põlva vald
64418,Põlva maakond,R�pina vald
64417,Põlva maakond,R�pina vald
62511,Põlva maakond,R�pina vald
63710,Põlva maakond,Põlva vald
62507,Põlva maakond,R�pina vald
79516,Rapla maakond,Rapla vald
79010,Rapla maakond,Rapla vald
79617,Rapla maakond,Rapla vald
64506,Põlva maakond,R�pina linn
79630,Rapla maakond,Rapla vald
64616,Põlva maakond,Põlva vald
64401,Põlva maakond,R�pina vald
62505,Põlva maakond,R�pina vald
64227,Põlva maakond,R�pina vald
64428,Põlva maakond,R�pina vald
64505,Põlva maakond,R�pina linn
64405,Põlva maakond,R�pina vald
63705,Põlva maakond,Põlva vald
79323,Rapla maakond,Rapla vald
62112,Tartu maakond,Kastre vald
62115,Tartu maakond,Kastre vald
79611,Rapla maakond,Rapla vald
79614,Rapla maakond,Rapla vald
62109,Tartu maakond,Kastre vald
79065,Rapla maakond,Kehtna vald
79020,Rapla maakond,Kehtna vald
79013,Rapla maakond,Kehtna vald
79067,Rapla maakond,Kehtna vald
64406,Põlva maakond,R�pina vald
79052,Rapla maakond,Kehtna vald
79521,Rapla maakond,Kehtna vald
79003,Rapla maakond,Kehtna vald
64412,Põlva maakond,R�pina vald
79063,Rapla maakond,Kehtna vald
79407,Rapla maakond,Rapla vald
63305,Põlva maakond,Põlva linn
79633,Rapla maakond,Rapla vald
79060,Rapla maakond,Kehtna vald
79014,Rapla maakond,Kehtna vald
63209,Põlva maakond,Põlva vald
64214,Põlva maakond,R�pina vald
64223,Põlva maakond,R�pina vald
63605,Põlva maakond,Põlva vald
78413,Rapla maakond,Rapla vald
79618,Rapla maakond,Rapla vald
63204,Põlva maakond,Põlva vald
63206,Põlva maakond,Põlva vald
63210,Põlva maakond,Põlva vald
79313,Rapla maakond,Rapla vald
79320,Rapla maakond,Rapla vald
64420,Põlva maakond,R�pina vald
63608,Põlva maakond,Põlva vald
63226,Põlva maakond,Põlva vald
63230,Põlva maakond,Põlva vald
63208,Põlva maakond,Põlva vald
63215,Põlva maakond,Põlva vald
78409,Rapla maakond,Rapla vald
78406,Rapla maakond,Rapla vald
62406,Tartu maakond,Kastre vald
79642,Rapla maakond,Rapla vald
79008,Rapla maakond,Kehtna vald
62304,Tartu maakond,Kastre vald
63307,Põlva maakond,Põlva linn
63306,Põlva maakond,Põlva linn
79603,Rapla maakond,Rapla vald
79602,Rapla maakond,Rapla vald
64402,Põlva maakond,R�pina vald
64211,Põlva maakond,R�pina vald
64203,Põlva maakond,R�pina vald
79513,Rapla maakond,Rapla linn
79073,Rapla maakond,Kehtna vald
64217,Põlva maakond,R�pina vald
62508,Põlva maakond,R�pina vald
79620,Rapla maakond,Rapla vald
78403,Rapla maakond,Rapla vald
63709,Põlva maakond,Põlva vald
79016,Rapla maakond,Kehtna vald
79524,Rapla maakond,Kehtna vald
78418,Rapla maakond,Rapla vald
64421,Põlva maakond,R�pina vald
